lead_id,created_date,lead_source,company_size,industry,sales_rep,current_stage,mql_date,demo_booked_date,days_mql_to_demo_booked,demo_completed_date,trial_start_date,closed_date,deal_value,churned
L-2172,4/8/2025,Cold Outreach,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2173,5/21/2025,LinkedIn,SMB (11-50),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-2174,12/24/2025,LinkedIn,Startup (1-10),HR Tech,James Chen,Lead,,,,,,,0,FALSE
L-2175,2/21/2026,Cold Outreach,Startup (1-10),E-commerce,James Chen,MQL,2/26/2026,,,,,,0,FALSE
L-2176,1/21/2026,LinkedIn,Mid-Market (51-200),HealthTech,Maria Santos,MQL,1/25/2026,,,,,,0,FALSE
L-2177,4/6/2025,Paid Ads,Enterprise (200+),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2178,11/14/2025,Paid Ads,Mid-Market (51-200),E-commerce,Maria Santos,Demo Booked,11/15/2025,11/28/2025,13,,,,0,FALSE
L-2179,2/16/2026,Organic Search,Startup (1-10),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2180,4/7/2025,Paid Ads,SMB (11-50),FinTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2181,6/2/2025,Referral,Startup (1-10),Logistics,Maria Santos,MQL,6/4/2025,,,,,,0,FALSE
L-2182,11/29/2025,Paid Ads,Startup (1-10),E-commerce,Tom Wilson,Demo Completed,12/2/2025,12/4/2025,2,12/6/2025,,,0,FALSE
L-2183,8/24/2025,LinkedIn,Mid-Market (51-200),HealthTech,Maria Santos,Demo Booked,8/26/2025,8/30/2025,4,,,,0,FALSE
L-2184,10/12/2025,Cold Outreach,Mid-Market (51-200),HR Tech,James Chen,Lead,,,,,,,0,FALSE
L-2185,12/17/2025,Paid Ads,SMB (11-50),SaaS,Alex Thompson,Lead,,,,,,,0,FALSE
L-2186,2/11/2026,Organic Search,Startup (1-10),EdTech,James Chen,MQL,2/12/2026,,,,,,0,FALSE
L-2187,10/5/2025,Organic Search,Enterprise (200+),Logistics,Maria Santos,Demo Booked,10/8/2025,10/14/2025,6,,,,0,FALSE
L-2188,7/5/2025,LinkedIn,Startup (1-10),HR Tech,Tom Wilson,Demo Completed,7/6/2025,7/9/2025,3,7/9/2025,,,0,FALSE
L-2189,7/3/2025,LinkedIn,Enterprise (200+),HR Tech,Priya Patel,MQL,7/5/2025,,,,,,0,FALSE
L-2190,4/3/2025,Organic Search,Mid-Market (51-200),Logistics,Priya Patel,Closed Lost,4/5/2025,4/16/2025,11,4/19/2025,4/20/2025,,0,FALSE
L-2191,9/19/2025,Referral,Enterprise (200+),EdTech,James Chen,Demo Booked,9/22/2025,9/27/2025,5,,,,0,FALSE
L-2192,12/8/2025,Paid Ads,Mid-Market (51-200),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-2193,11/3/2025,Paid Ads,Startup (1-10),Logistics,James Chen,MQL,11/8/2025,,,,,,0,FALSE
L-2194,5/30/2025,Paid Ads,Startup (1-10),Marketing,Priya Patel,Demo Completed,6/4/2025,6/12/2025,8,6/12/2025,,,0,FALSE
L-2195,6/28/2025,Organic Search,Mid-Market (51-200),FinTech,Tom Wilson,MQL,7/3/2025,,,,,,0,FALSE
L-2196,9/11/2025,Paid Ads,SMB (11-50),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2197,1/1/2026,Organic Search,Mid-Market (51-200),SaaS,Alex Thompson,Lead,,,,,,,0,FALSE
L-2198,8/15/2025,Organic Search,Mid-Market (51-200),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2199,10/14/2025,Paid Ads,Enterprise (200+),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2200,9/4/2025,LinkedIn,Mid-Market (51-200),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-2201,12/9/2025,Organic Search,Mid-Market (51-200),HealthTech,Tom Wilson,Closed Lost,12/13/2025,12/16/2025,3,12/19/2025,12/23/2025,,0,FALSE
L-2202,4/7/2025,LinkedIn,Startup (1-10),FinTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2203,2/21/2026,Paid Ads,Enterprise (200+),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-2204,6/8/2025,Cold Outreach,Startup (1-10),E-commerce,Priya Patel,Lead,,,,,,,0,FALSE
L-2205,3/2/2026,LinkedIn,Enterprise (200+),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-2206,4/18/2025,LinkedIn,Startup (1-10),HealthTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2207,8/22/2025,Organic Search,SMB (11-50),FinTech,Alex Thompson,MQL,8/23/2025,,,,,,0,FALSE
L-2208,1/15/2026,Organic Search,SMB (11-50),Marketing,Maria Santos,Demo Completed,1/18/2026,1/31/2026,13,2/3/2026,,,0,FALSE
L-2209,8/20/2025,Paid Ads,Enterprise (200+),E-commerce,James Chen,Demo Booked,8/24/2025,8/31/2025,7,,,,0,FALSE
L-2210,6/30/2025,LinkedIn,SMB (11-50),SaaS,James Chen,MQL,7/4/2025,,,,,,0,FALSE
L-2211,3/22/2026,LinkedIn,Startup (1-10),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2212,2/13/2026,Paid Ads,SMB (11-50),HealthTech,Tom Wilson,Closed Lost,2/15/2026,2/21/2026,6,2/24/2026,3/1/2026,,0,FALSE
L-2213,4/17/2025,Referral,Startup (1-10),E-commerce,Maria Santos,Closed Won,4/19/2025,4/23/2025,4,4/26/2025,5/1/2025,5/18/2025,4073.45,FALSE
L-2214,9/18/2025,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-2215,2/10/2026,Organic Search,Startup (1-10),HR Tech,James Chen,MQL,2/12/2026,,,,,,0,FALSE
L-2216,5/26/2025,Paid Ads,SMB (11-50),E-commerce,Maria Santos,MQL,5/30/2025,,,,,,0,FALSE
L-2217,12/10/2025,LinkedIn,SMB (11-50),HealthTech,Priya Patel,Demo Booked,12/11/2025,12/21/2025,10,,,,0,FALSE
L-2218,5/27/2025,Paid Ads,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2219,4/4/2025,Organic Search,Enterprise (200+),HealthTech,Priya Patel,Demo Booked,4/7/2025,4/14/2025,7,,,,0,FALSE
L-2220,10/2/2025,Paid Ads,Mid-Market (51-200),E-commerce,James Chen,Closed Lost,10/6/2025,10/9/2025,3,10/9/2025,10/15/2025,,0,FALSE
L-2221,11/15/2025,Referral,Startup (1-10),Marketing,Alex Thompson,MQL,11/19/2025,,,,,,0,FALSE
L-2222,2/23/2026,Organic Search,Startup (1-10),E-commerce,Priya Patel,Demo Completed,2/26/2026,2/28/2026,2,3/2/2026,,,0,FALSE
L-2223,9/24/2025,Paid Ads,Enterprise (200+),E-commerce,Alex Thompson,Lead,,,,,,,0,FALSE
L-2224,4/19/2025,Organic Search,SMB (11-50),HealthTech,Priya Patel,MQL,4/20/2025,,,,,,0,FALSE
L-2225,11/7/2025,Paid Ads,Enterprise (200+),HealthTech,James Chen,MQL,11/11/2025,,,,,,0,FALSE
L-2226,12/2/2025,LinkedIn,Mid-Market (51-200),Logistics,Alex Thompson,MQL,12/7/2025,,,,,,0,FALSE
L-2227,12/13/2025,Paid Ads,SMB (11-50),FinTech,Maria Santos,Demo Completed,12/16/2025,12/29/2025,13,12/29/2025,,,0,FALSE
L-2228,1/16/2026,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Demo Booked,1/20/2026,1/21/2026,1,,,,0,FALSE
L-2229,2/6/2026,Organic Search,Mid-Market (51-200),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-2230,8/21/2025,Referral,Mid-Market (51-200),EdTech,James Chen,Closed Won,8/26/2025,8/30/2025,4,9/2/2025,9/6/2025,10/5/2025,43670.49,FALSE
L-2231,4/8/2025,Cold Outreach,Startup (1-10),HR Tech,James Chen,Lead,,,,,,,0,FALSE
L-2232,5/2/2025,Paid Ads,Mid-Market (51-200),SaaS,Maria Santos,MQL,5/7/2025,,,,,,0,FALSE
L-2233,8/1/2025,Paid Ads,Startup (1-10),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-2234,8/8/2025,Referral,Startup (1-10),HealthTech,Maria Santos,Closed Lost,8/9/2025,8/10/2025,1,8/11/2025,8/13/2025,,0,FALSE
L-2235,4/23/2025,Paid Ads,SMB (11-50),HR Tech,Tom Wilson,MQL,4/28/2025,,,,,,0,FALSE
L-2236,11/4/2025,Paid Ads,SMB (11-50),HealthTech,Tom Wilson,Demo Completed,11/7/2025,11/8/2025,1,11/10/2025,,,0,FALSE
L-2237,11/15/2025,Paid Ads,Startup (1-10),HealthTech,James Chen,MQL,11/16/2025,,,,,,0,FALSE
L-2238,9/16/2025,Paid Ads,Startup (1-10),EdTech,Alex Thompson,MQL,9/21/2025,,,,,,0,FALSE
L-2239,3/7/2026,Paid Ads,Enterprise (200+),SaaS,Alex Thompson,Demo Completed,3/10/2026,3/12/2026,2,3/14/2026,,,0,FALSE
L-2240,3/27/2026,Organic Search,SMB (11-50),Marketing,Tom Wilson,Demo Completed,3/31/2026,4/2/2026,2,4/4/2026,,,0,FALSE
L-2241,6/17/2025,LinkedIn,Mid-Market (51-200),HealthTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2242,6/16/2025,Referral,SMB (11-50),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-2243,5/6/2025,Organic Search,Startup (1-10),EdTech,Tom Wilson,MQL,5/9/2025,,,,,,0,FALSE
L-2244,10/28/2025,Organic Search,Mid-Market (51-200),EdTech,James Chen,Demo Completed,10/30/2025,11/3/2025,4,11/3/2025,,,0,FALSE
L-2245,1/7/2026,Organic Search,Startup (1-10),EdTech,Maria Santos,MQL,1/11/2026,,,,,,0,FALSE
L-2246,1/15/2026,Referral,Mid-Market (51-200),EdTech,Alex Thompson,Closed Won,1/19/2026,1/20/2026,1,1/20/2026,1/24/2026,2/2/2026,21833.6,FALSE
L-2247,7/12/2025,Paid Ads,Startup (1-10),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-2248,9/27/2025,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,MQL,9/28/2025,,,,,,0,FALSE
L-2249,12/11/2025,Paid Ads,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2250,10/13/2025,Organic Search,SMB (11-50),Marketing,Alex Thompson,Churned,10/16/2025,10/18/2025,2,10/20/2025,10/21/2025,10/30/2025,9994.76,TRUE
L-2251,12/8/2025,Organic Search,Mid-Market (51-200),SaaS,Alex Thompson,Lead,,,,,,,0,FALSE
L-2252,12/8/2025,Paid Ads,SMB (11-50),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-2253,3/14/2026,Organic Search,Startup (1-10),EdTech,Maria Santos,MQL,3/18/2026,,,,,,0,FALSE
L-2254,10/18/2025,Paid Ads,SMB (11-50),FinTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2255,6/18/2025,LinkedIn,SMB (11-50),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2256,1/5/2026,Paid Ads,Startup (1-10),HR Tech,Priya Patel,MQL,1/8/2026,,,,,,0,FALSE
L-2257,1/22/2026,Paid Ads,SMB (11-50),HealthTech,James Chen,Demo Completed,1/24/2026,2/4/2026,11,2/6/2026,,,0,FALSE
L-2258,7/30/2025,Organic Search,SMB (11-50),E-commerce,James Chen,MQL,8/2/2025,,,,,,0,FALSE
L-2259,1/6/2026,Paid Ads,SMB (11-50),Logistics,Priya Patel,Demo Booked,1/7/2026,1/18/2026,11,,,,0,FALSE
L-2260,6/28/2025,LinkedIn,Startup (1-10),Marketing,Tom Wilson,MQL,7/2/2025,,,,,,0,FALSE
L-2261,5/22/2025,Paid Ads,Startup (1-10),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2262,6/15/2025,Referral,Mid-Market (51-200),HealthTech,Tom Wilson,MQL,6/16/2025,,,,,,0,FALSE
L-2263,8/26/2025,Organic Search,SMB (11-50),EdTech,Tom Wilson,MQL,8/31/2025,,,,,,0,FALSE
L-2264,11/1/2025,LinkedIn,SMB (11-50),Marketing,Tom Wilson,Demo Booked,11/5/2025,11/15/2025,10,,,,0,FALSE
L-2265,9/7/2025,Cold Outreach,Startup (1-10),E-commerce,Alex Thompson,Closed Lost,9/10/2025,9/18/2025,8,9/21/2025,9/26/2025,,0,FALSE
L-2266,6/12/2025,Organic Search,Startup (1-10),SaaS,Priya Patel,Demo Booked,6/17/2025,6/18/2025,1,,,,0,FALSE
L-2267,5/16/2025,Paid Ads,SMB (11-50),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2268,5/30/2025,Paid Ads,Startup (1-10),Marketing,Priya Patel,MQL,6/3/2025,,,,,,0,FALSE
L-2269,5/24/2025,Organic Search,SMB (11-50),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-2270,3/17/2026,LinkedIn,Enterprise (200+),E-commerce,Alex Thompson,Lead,,,,,,,0,FALSE
L-2271,1/23/2026,Cold Outreach,Enterprise (200+),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-2272,4/5/2025,LinkedIn,Mid-Market (51-200),EdTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2273,9/20/2025,Paid Ads,Enterprise (200+),EdTech,James Chen,Demo Booked,9/21/2025,9/23/2025,2,,,,0,FALSE
L-2274,11/26/2025,Organic Search,Mid-Market (51-200),HR Tech,James Chen,MQL,11/27/2025,,,,,,0,FALSE
L-2275,4/15/2025,Organic Search,Enterprise (200+),HealthTech,Priya Patel,Closed Lost,4/20/2025,4/24/2025,4,4/27/2025,5/1/2025,,0,FALSE
L-2276,11/16/2025,Organic Search,SMB (11-50),SaaS,Maria Santos,Lead,,,,,,,0,FALSE
L-2277,8/25/2025,Organic Search,Startup (1-10),FinTech,James Chen,Closed Lost,8/30/2025,9/11/2025,12,9/11/2025,9/14/2025,,0,FALSE
L-2278,10/20/2025,Paid Ads,Mid-Market (51-200),E-commerce,James Chen,Lead,,,,,,,0,FALSE
L-2279,4/20/2025,Paid Ads,Mid-Market (51-200),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-2280,9/28/2025,Organic Search,Mid-Market (51-200),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-2281,11/13/2025,Paid Ads,Mid-Market (51-200),FinTech,Priya Patel,Demo Booked,11/16/2025,11/17/2025,1,,,,0,FALSE
L-2282,9/12/2025,Cold Outreach,Mid-Market (51-200),E-commerce,Maria Santos,MQL,9/13/2025,,,,,,0,FALSE
L-2283,4/3/2025,Cold Outreach,Mid-Market (51-200),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-2284,8/11/2025,Paid Ads,Startup (1-10),FinTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2285,1/1/2026,Paid Ads,Mid-Market (51-200),HealthTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2286,5/4/2025,Organic Search,Startup (1-10),Marketing,Tom Wilson,Demo Booked,5/5/2025,5/16/2025,11,,,,0,FALSE
L-2287,6/15/2025,LinkedIn,SMB (11-50),SaaS,Maria Santos,Demo Completed,6/16/2025,6/29/2025,13,7/2/2025,,,0,FALSE
L-2288,9/6/2025,Paid Ads,Mid-Market (51-200),EdTech,James Chen,Demo Completed,9/7/2025,9/13/2025,6,9/16/2025,,,0,FALSE
L-2289,9/11/2025,LinkedIn,Startup (1-10),Logistics,Maria Santos,Demo Completed,9/16/2025,9/17/2025,1,9/20/2025,,,0,FALSE
L-2290,10/8/2025,Paid Ads,Startup (1-10),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-2291,6/19/2025,Organic Search,Startup (1-10),EdTech,Alex Thompson,MQL,6/20/2025,,,,,,0,FALSE
L-2292,4/10/2025,LinkedIn,SMB (11-50),SaaS,Priya Patel,Closed Lost,4/13/2025,4/16/2025,3,4/17/2025,4/18/2025,,0,FALSE
L-2293,10/3/2025,Paid Ads,Startup (1-10),HR Tech,Maria Santos,MQL,10/6/2025,,,,,,0,FALSE
L-2294,3/7/2026,Organic Search,Enterprise (200+),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-2295,12/28/2025,Paid Ads,SMB (11-50),Marketing,James Chen,MQL,12/30/2025,,,,,,0,FALSE
L-2296,9/14/2025,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-2297,6/28/2025,Referral,SMB (11-50),E-commerce,Tom Wilson,Demo Completed,7/2/2025,7/9/2025,7,7/11/2025,,,0,FALSE
L-2298,11/15/2025,Organic Search,SMB (11-50),E-commerce,Maria Santos,Demo Booked,11/19/2025,12/1/2025,12,,,,0,FALSE
L-2299,10/23/2025,LinkedIn,Enterprise (200+),SaaS,Tom Wilson,Demo Completed,10/25/2025,11/2/2025,8,11/5/2025,,,0,FALSE
L-2300,12/21/2025,Organic Search,Mid-Market (51-200),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2301,4/30/2025,Organic Search,SMB (11-50),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-2302,9/25/2025,LinkedIn,Mid-Market (51-200),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-2303,7/12/2025,Referral,Enterprise (200+),E-commerce,Priya Patel,MQL,7/13/2025,,,,,,0,FALSE
L-2304,4/5/2025,Paid Ads,Mid-Market (51-200),Logistics,Alex Thompson,MQL,4/8/2025,,,,,,0,FALSE
L-2305,3/30/2026,Paid Ads,SMB (11-50),HR Tech,Priya Patel,Demo Completed,4/2/2026,4/16/2026,14,4/18/2026,,,0,FALSE
L-2306,11/20/2025,Paid Ads,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0,FALSE
L-2307,12/3/2025,Paid Ads,Mid-Market (51-200),E-commerce,James Chen,MQL,12/4/2025,,,,,,0,FALSE
L-2308,2/5/2026,LinkedIn,Mid-Market (51-200),HR Tech,Priya Patel,Closed Lost,2/9/2026,2/14/2026,5,2/16/2026,2/19/2026,,0,FALSE
L-2309,6/29/2025,Organic Search,SMB (11-50),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2310,1/25/2026,LinkedIn,Enterprise (200+),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-2311,1/17/2026,Paid Ads,Startup (1-10),E-commerce,Priya Patel,Lead,,,,,,,0,FALSE
L-2312,3/14/2026,Paid Ads,Enterprise (200+),Marketing,James Chen,MQL,3/18/2026,,,,,,0,FALSE
L-2313,11/24/2025,Paid Ads,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2314,7/9/2025,LinkedIn,Enterprise (200+),HealthTech,Priya Patel,MQL,7/10/2025,,,,,,0,FALSE
L-2315,7/11/2025,Referral,Enterprise (200+),Marketing,Tom Wilson,MQL,7/15/2025,,,,,,0,FALSE
L-2316,7/24/2025,Paid Ads,Enterprise (200+),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-2317,11/8/2025,LinkedIn,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-2318,4/17/2025,Cold Outreach,Startup (1-10),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-2319,9/27/2025,LinkedIn,SMB (11-50),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-2320,3/24/2026,Referral,Enterprise (200+),EdTech,Maria Santos,Closed Won,3/29/2026,4/5/2026,7,4/5/2026,4/10/2026,4/29/2026,63999.02,FALSE
L-2321,6/4/2025,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-2322,11/19/2025,LinkedIn,SMB (11-50),EdTech,James Chen,Lead,,,,,,,0,FALSE
L-2323,12/7/2025,Organic Search,SMB (11-50),SaaS,Tom Wilson,Demo Completed,12/12/2025,12/16/2025,4,12/18/2025,,,0,FALSE
L-2324,4/12/2025,Organic Search,SMB (11-50),EdTech,Priya Patel,Demo Booked,4/17/2025,5/1/2025,14,,,,0,FALSE
L-2325,9/1/2025,Organic Search,Startup (1-10),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2326,1/19/2026,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-2327,7/8/2025,Organic Search,Startup (1-10),E-commerce,Alex Thompson,Demo Completed,7/10/2025,7/12/2025,2,7/14/2025,,,0,FALSE
L-2328,2/11/2026,LinkedIn,SMB (11-50),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2329,7/25/2025,Paid Ads,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2330,2/14/2026,Organic Search,Mid-Market (51-200),Marketing,James Chen,Demo Completed,2/16/2026,2/25/2026,9,2/26/2026,,,0,FALSE
L-2331,1/14/2026,Paid Ads,Mid-Market (51-200),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2332,8/16/2025,Organic Search,Mid-Market (51-200),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-2333,9/18/2025,Paid Ads,Mid-Market (51-200),FinTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2334,5/31/2025,Organic Search,Enterprise (200+),E-commerce,Maria Santos,Closed Won,6/4/2025,6/5/2025,1,6/7/2025,6/8/2025,7/4/2025,103790.93,FALSE
L-2335,2/13/2026,Paid Ads,Startup (1-10),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-2336,5/9/2025,Paid Ads,Startup (1-10),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-2337,11/3/2025,Paid Ads,SMB (11-50),Logistics,James Chen,Lead,,,,,,,0,FALSE
L-2338,10/14/2025,Paid Ads,SMB (11-50),Logistics,Alex Thompson,MQL,10/16/2025,,,,,,0,FALSE
L-2339,4/14/2025,Cold Outreach,SMB (11-50),HR Tech,James Chen,Closed Won,4/19/2025,4/29/2025,10,4/30/2025,5/1/2025,5/30/2025,8763.26,FALSE
L-2340,5/22/2025,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-2341,11/13/2025,Paid Ads,Startup (1-10),FinTech,Tom Wilson,Demo Booked,11/18/2025,11/20/2025,2,,,,0,FALSE
L-2342,5/18/2025,Organic Search,Mid-Market (51-200),E-commerce,James Chen,MQL,5/20/2025,,,,,,0,FALSE
L-2343,5/27/2025,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-2344,12/4/2025,LinkedIn,Enterprise (200+),Marketing,Tom Wilson,Demo Completed,12/8/2025,12/12/2025,4,12/13/2025,,,0,FALSE
L-2345,5/19/2025,Organic Search,Enterprise (200+),Logistics,Alex Thompson,MQL,5/24/2025,,,,,,0,FALSE
L-2346,8/19/2025,Paid Ads,SMB (11-50),Marketing,Priya Patel,Demo Booked,8/24/2025,8/27/2025,3,,,,0,FALSE
L-2347,3/30/2026,Organic Search,Enterprise (200+),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2348,8/15/2025,Paid Ads,Mid-Market (51-200),FinTech,Tom Wilson,MQL,8/17/2025,,,,,,0,FALSE
L-2349,10/9/2025,LinkedIn,SMB (11-50),SaaS,Alex Thompson,Demo Completed,10/14/2025,10/16/2025,2,10/16/2025,,,0,FALSE
L-2350,9/1/2025,Organic Search,Mid-Market (51-200),Logistics,James Chen,Demo Completed,9/6/2025,9/13/2025,7,9/14/2025,,,0,FALSE
L-2351,1/19/2026,Paid Ads,Startup (1-10),Marketing,Tom Wilson,MQL,1/20/2026,,,,,,0,FALSE
L-2352,3/22/2026,Referral,Mid-Market (51-200),Logistics,James Chen,Demo Booked,3/24/2026,4/2/2026,9,,,,0,FALSE
L-2353,7/9/2025,LinkedIn,Startup (1-10),EdTech,Priya Patel,MQL,7/13/2025,,,,,,0,FALSE
L-2354,5/9/2025,Referral,Startup (1-10),SaaS,Tom Wilson,Closed Lost,5/10/2025,5/20/2025,10,5/21/2025,5/24/2025,,0,FALSE
L-2355,4/3/2025,Paid Ads,Enterprise (200+),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-2356,12/5/2025,Organic Search,Startup (1-10),E-commerce,Priya Patel,Demo Completed,12/8/2025,12/14/2025,6,12/14/2025,,,0,FALSE
L-2357,3/29/2026,Organic Search,Startup (1-10),Marketing,James Chen,Closed Lost,4/1/2026,4/4/2026,3,4/7/2026,4/14/2026,,0,FALSE
L-2358,7/11/2025,Paid Ads,Startup (1-10),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-2359,3/31/2026,Paid Ads,Mid-Market (51-200),Marketing,Alex Thompson,Closed Lost,4/4/2026,4/6/2026,2,4/8/2026,4/14/2026,,0,FALSE
L-2360,10/3/2025,Paid Ads,SMB (11-50),Logistics,Tom Wilson,MQL,10/7/2025,,,,,,0,FALSE
L-2361,2/4/2026,LinkedIn,SMB (11-50),SaaS,Alex Thompson,MQL,2/9/2026,,,,,,0,FALSE
L-2362,9/15/2025,LinkedIn,Mid-Market (51-200),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2363,12/10/2025,Paid Ads,SMB (11-50),FinTech,Maria Santos,Closed Lost,12/15/2025,12/18/2025,3,12/19/2025,12/22/2025,,0,FALSE
L-2364,9/24/2025,Paid Ads,SMB (11-50),SaaS,Alex Thompson,MQL,9/27/2025,,,,,,0,FALSE
L-2365,1/17/2026,Organic Search,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-2366,10/7/2025,Paid Ads,SMB (11-50),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-2367,1/16/2026,Organic Search,Mid-Market (51-200),Logistics,Tom Wilson,Demo Completed,1/20/2026,1/24/2026,4,1/24/2026,,,0,FALSE
L-2368,8/16/2025,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,MQL,8/20/2025,,,,,,0,FALSE
L-2369,1/23/2026,Paid Ads,Mid-Market (51-200),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-2370,9/4/2025,Organic Search,Startup (1-10),Logistics,Maria Santos,MQL,9/8/2025,,,,,,0,FALSE
L-2371,7/18/2025,Paid Ads,SMB (11-50),Marketing,Alex Thompson,MQL,7/22/2025,,,,,,0,FALSE
L-2372,8/10/2025,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-2373,10/24/2025,LinkedIn,Startup (1-10),Logistics,James Chen,Demo Booked,10/25/2025,10/28/2025,3,,,,0,FALSE
L-2374,11/18/2025,LinkedIn,SMB (11-50),FinTech,James Chen,Demo Completed,11/20/2025,11/25/2025,5,11/25/2025,,,0,FALSE
L-2375,8/27/2025,Referral,Mid-Market (51-200),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-2376,9/20/2025,Organic Search,Mid-Market (51-200),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-2377,1/29/2026,Paid Ads,Startup (1-10),Marketing,Priya Patel,Demo Completed,1/31/2026,2/12/2026,12,2/15/2026,,,0,FALSE
L-2378,7/3/2025,LinkedIn,Enterprise (200+),E-commerce,James Chen,MQL,7/7/2025,,,,,,0,FALSE
L-2379,11/18/2025,Referral,Mid-Market (51-200),FinTech,Tom Wilson,Demo Completed,11/23/2025,12/6/2025,13,12/6/2025,,,0,FALSE
L-2380,3/15/2026,LinkedIn,SMB (11-50),SaaS,Alex Thompson,Lead,,,,,,,0,FALSE
L-2381,4/13/2025,Referral,Mid-Market (51-200),HR Tech,Priya Patel,MQL,4/16/2025,,,,,,0,FALSE
L-2382,6/10/2025,Referral,Mid-Market (51-200),Marketing,Tom Wilson,Demo Completed,6/11/2025,6/20/2025,9,6/20/2025,,,0,FALSE
